Trip ID,Pickup Date,Pickup Hour,Vehicle,Payment_type,No.of passengers,Trip Distance,Booking Values,Pickup Location,Total Bookings
22510,2024-06-08 00:00:00,1899-12-30 15:45:45,Uber Comfort,Uber Pay,1,7.6,$35.5,LaGuardia Airport,1.0
22511,2024-06-08 00:00:00,1899-12-30 15:19:05,Uber Black,Uber Pay,1,1.9,$12.5,Lincoln Square East,1.0
22512,2024-06-08 00:00:00,1899-12-30 15:55:00,Uber Black,Cash,1,1.29,$7.0,Upper East Side South,1.0
22513,2024-06-08 00:00:00,1899-12-30 15:15:13,Uber Comfort,Uber Pay,6,4,$14.5,Midtown Center,1.0
22514,2024-06-08 00:00:00,1899-12-30 15:21:21,Uber Comfort,Uber Pay,1,1.95,$10.7,Clinton East,1.0
22515,2024-06-08 00:00:00,1899-12-30 15:28:49,Uber Black,Uber Pay,1,3.7,$19.0,Yorkville West,1.0
22516,2024-06-08 00:00:00,1899-12-30 15:47:57,Uber Black,Cash,1,3.2,$13.5,TriBeCa/Civic Center,1.0
22517,2024-06-08 00:00:00,1899-12-30 15:11:25,UberXL,Uber Pay,6,1.91,$12.7,East Harlem South,1.0
22518,2024-06-08 00:00:00,1899-12-30 15:59:58,Uber Comfort,Uber Pay,1,1.9,$9.7,West Village,1.0
22519,2024-06-08 00:00:00,1899-12-30 15:06:57,UberX,Uber Pay,2,1.23,$8.5,Upper East Side North,1.0
22520,2024-06-08 00:00:00,1899-12-30 15:27:11,Uber Black,Uber Pay,1,4.7,$21.7,Penn Station/Madison Sq West,1.0
22521,2024-06-08 00:00:00,1899-12-30 15:10:15,Uber Green,Cash,1,1.1,$5.5,Union Sq,1.0
22522,2024-06-08 00:00:00,1899-12-30 15:59:27,Uber Black,Cash,1,1.5,$6.0,Union Sq,1.0
22523,2024-06-08 00:00:00,1899-12-30 15:19:19,UberXL,Uber Pay,2,3.71,$19.9,Gramercy,1.0
22524,2024-06-08 00:00:00,1899-12-30 15:18:25,UberX,Cash,1,2.7,$15.5,Kips Bay,1.0
22525,2024-06-08 00:00:00,1899-12-30 15:48:31,Uber Black,Uber Pay,1,1.2,$7.5,Murray Hill,1.0
22526,2024-06-08 00:00:00,1899-12-30 15:14:18,Uber Black,Uber Pay,1,1.43,$10.3,Lenox Hill West,1.0
22527,2024-06-08 00:00:00,1899-12-30 15:45:56,Uber Green,Cash,1,1.45,$7.5,Upper East Side South,1.0
22528,2024-06-08 00:00:00,1899-12-30 15:10:50,Uber Black,Cash,2,2.38,$9.0,UN/Turtle Bay South,1.0
22529,2024-06-08 00:00:00,1899-12-30 15:39:39,UberX,Uber Pay,2,10.4,$39.4,LaGuardia Airport,1.0
22530,2024-06-08 00:00:00,1899-12-30 15:30:08,UberX,Uber Pay,1,1.5,$10.9,Kips Bay,1.0
22531,2024-06-08 00:00:00,1899-12-30 15:07:45,Uber Green,Cash,1,1.8,$10.5,East Chelsea,1.0
22532,2024-06-08 00:00:00,1899-12-30 15:41:46,Uber Comfort,Uber Pay,3,2.51,$12.5,Garment District,1.0
22533,2024-06-08 00:00:00,1899-12-30 15:01:08,Uber Black,Cash,1,3.09,$12.0,Lenox Hill West,1.0
22534,2024-06-08 00:00:00,1899-12-30 15:46:56,Uber Green,Uber Pay,3,2.6,$13.9,Times Sq/Theatre District,1.0
22535,2024-06-08 00:00:00,1899-12-30 15:56:46,UberX,Uber Pay,1,1.43,$10.9,Upper West Side North,1.0
22536,2024-06-08 00:00:00,1899-12-30 15:44:41,UberXL,Uber Pay,1,2.47,$12.1,Kips Bay,1.0
22537,2024-06-08 00:00:00,1899-12-30 15:18:20,UberX,Cash,1,1.18,$6.5,Yorkville East,1.0
22538,2024-06-08 00:00:00,1899-12-30 15:18:21,UberX,Cash,6,1.43,$9.0,Union Sq,1.0
22539,2024-06-08 00:00:00,1899-12-30 15:55:37,Uber Green,Uber Pay,1,2.18,$12.1,Central Park,1.0
22540,2024-06-08 00:00:00,1899-12-30 15:11:34,UberX,Cash,1,1.6,$7.5,Yorkville East,1.0
22541,2024-06-08 00:00:00,1899-12-30 15:40:46,UberX,Uber Pay,1,6.35,$22.9,Central Harlem North,1.0
22542,2024-06-08 00:00:00,1899-12-30 15:13:16,UberX,Uber Pay,2,1.57,$10.2,Upper East Side North,1.0
22543,2024-06-08 00:00:00,1899-12-30 15:23:40,Uber Black,Uber Pay,1,9.04,$30.8,Downtown Brooklyn/MetroTech,1.0
22544,2024-06-08 00:00:00,1899-12-30 15:11:53,Uber Comfort,Uber Pay,1,1.3,$9.1,Upper West Side North,1.0
22545,2024-06-08 00:00:00,1899-12-30 15:51:42,Uber Black,Uber Pay,1,5.3,$24.0,Manhattan Valley,1.0
22546,2024-06-08 00:00:00,1899-12-30 15:11:33,Uber Green,Cash,1,3.5,$14.5,Yorkville West,1.0
22547,2024-06-08 00:00:00,1899-12-30 15:27:22,UberX,Uber Pay,1,2.27,$11.5,Midtown East,1.0
22548,2024-06-08 00:00:00,1899-12-30 15:40:22,UberXL,Cash,1,1.22,$6.0,Gramercy,1.0
22549,2024-06-08 00:00:00,1899-12-30 15:27:00,UberX,Uber Pay,2,1.74,$10.4,East Harlem South,1.0
22550,2024-06-08 00:00:00,1899-12-30 15:40:36,UberX,Cash,1,4.3,$16.5,Lenox Hill West,1.0
22551,2024-06-08 00:00:00,1899-12-30 15:14:11,Uber Black,Uber Pay,1,2.3,$13.5,Upper East Side South,1.0
22552,2024-06-08 00:00:00,1899-12-30 15:48:57,UberXL,Uber Pay,6,3.72,$16.3,Central Park,1.0
22553,2024-06-08 00:00:00,1899-12-30 15:35:22,UberX,Uber Pay,1,1.24,$6.7,Midtown East,1.0
22554,2024-06-08 00:00:00,1899-12-30 15:39:55,Uber Green,Uber Pay,1,1.96,$12.1,Gramercy,1.0
22555,2024-06-08 00:00:00,1899-12-30 15:26:44,Uber Green,Cash,1,3.75,$15.5,Upper East Side South,1.0
22556,2024-06-08 00:00:00,1899-12-30 15:42:32,Uber Green,Uber Pay,1,2.13,$12.1,Murray Hill,1.0
22557,2024-06-08 00:00:00,1899-12-30 15:00:07,UberXL,Uber Pay,1,7.86,$24.6,Central Harlem North,1.0
22558,2024-06-08 00:00:00,1899-12-30 15:35:38,UberX,Cash,1,2.99,$11.5,Upper East Side South,1.0
22559,2024-06-08 00:00:00,1899-12-30 15:08:41,UberX,Cash,1,2.26,$9.5,Lincoln Square West,1.0
22560,2024-06-08 00:00:00,1899-12-30 15:47:17,Uber Green,Cash,1,3.26,$12.5,Upper East Side South,1.0
22561,2024-06-08 00:00:00,1899-12-30 12:34:35,Uber Comfort,Uber Pay,1,2.68,$18.5,Union Sq,1.0
22562,2024-06-08 00:00:00,1899-12-30 15:28:54,UberX,Cash,3,1.01,$5.5,Garment District,1.0
22563,2024-06-08 00:00:00,1899-12-30 15:24:56,Uber Comfort,Uber Pay,1,3.37,$16.8,JFK Airport,1.0
22564,2024-06-08 00:00:00,1899-12-30 15:35:26,Uber Comfort,Cash,1,3.6,$13.0,Times Sq/Theatre District,1.0
22565,2024-06-08 00:00:00,1899-12-30 15:32:32,UberX,Cash,1,2,$10.0,Upper West Side South,1.0
22566,2024-06-08 00:00:00,1899-12-30 15:03:38,UberX,Uber Pay,1,1.9,$10.9,Central Park,1.0
22567,2024-06-08 00:00:00,1899-12-30 15:42:20,UberX,Uber Pay,1,10.48,$32.0,TriBeCa/Civic Center,1.0
22568,2024-06-08 00:00:00,1899-12-30 15:55:55,Uber Comfort,Uber Pay,1,2.95,$13.9,Murray Hill,1.0
22569,2024-06-08 00:00:00,1899-12-30 15:31:27,Uber Comfort,Uber Pay,1,1.84,$9.5,Upper West Side South,1.0
22570,2024-06-08 00:00:00,1899-12-30 15:02:39,Uber Green,Cash,1,2.15,$9.5,Upper West Side North,1.0
22571,2024-06-08 00:00:00,1899-12-30 15:30:37,Uber Comfort,Cash,1,1.14,$6.5,Midtown East,1.0
22572,2024-06-08 00:00:00,1899-12-30 15:15:33,Uber Black,Cash,1,2.64,$10.5,Sutton Place/Turtle Bay North,1.0
22573,2024-06-08 00:00:00,1899-12-30 15:22:14,UberX,Cash,1,1.75,$8.0,Upper East Side North,1.0
22574,2024-06-08 00:00:00,1899-12-30 15:48:12,Uber Comfort,Uber Pay,2,8.1,$43.3,Midtown East,1.0
22575,2024-06-08 00:00:00,1899-12-30 15:22:48,Uber Green,Uber Pay,1,3.7,$16.3,Central Park,1.0
22576,2024-06-08 00:00:00,1899-12-30 15:55:04,UberX,Uber Pay,1,2.4,$12.1,Penn Station/Madison Sq West,1.0
22577,2024-06-08 00:00:00,1899-12-30 15:08:56,UberXL,Uber Pay,1,1.96,$12.1,West Chelsea/Hudson Yards,1.0
22578,2024-06-08 00:00:00,1899-12-30 15:24:36,Uber Green,Cash,1,4.42,$15.5,East Village,1.0
22579,2024-06-08 00:00:00,1899-12-30 15:48:14,UberX,Uber Pay,1,1.88,$12.1,Upper West Side South,1.0
22580,2024-06-08 00:00:00,1899-12-30 15:35:22,Uber Black,Uber Pay,2,1.15,$6.0,Upper East Side South,1.0
22581,2024-06-08 00:00:00,1899-12-30 15:44:16,Uber Comfort,Uber Pay,2,4.34,$21.0,Kips Bay,1.0
22582,2024-06-08 00:00:00,1899-12-30 15:21:20,Uber Green,Uber Pay,1,2.41,$12.7,Upper East Side North,1.0
22583,2024-06-08 00:00:00,1899-12-30 15:41:29,Uber Comfort,Uber Pay,1,2.29,$12.7,Upper East Side South,1.0
22584,2024-06-08 00:00:00,1899-12-30 15:43:01,Uber Black,Cash,1,3.5,$14.0,Lincoln Square East,1.0
22585,2024-06-08 00:00:00,1899-12-30 15:30:09,UberXL,Uber Pay,2,2,$13.3,Yorkville East,1.0
22586,2024-06-08 00:00:00,1899-12-30 15:31:11,Uber Green,Uber Pay,1,2.6,$12.5,Penn Station/Madison Sq West,1.0
22587,2024-06-08 00:00:00,1899-12-30 15:51:01,Uber Green,Uber Pay,6,3.41,$18.1,Lenox Hill East,1.0
22588,2024-06-08 00:00:00,1899-12-30 15:33:08,UberX,Uber Pay,1,1.08,$9.4,Upper East Side North,1.0
22589,2024-06-08 00:00:00,1899-12-30 15:24:51,Uber Green,Uber Pay,1,1.2,$8.5,Upper East Side South,1.0
22590,2024-06-08 00:00:00,1899-12-30 15:28:08,Uber Green,Uber Pay,1,1.4,$12.4,East Chelsea,1.0
22591,2024-06-08 00:00:00,1899-12-30 15:48:12,UberX,Uber Pay,1,1.73,$11.5,Upper West Side South,1.0
22592,2024-06-08 00:00:00,1899-12-30 15:06:34,Uber Comfort,Uber Pay,1,1.7,$11.0,Times Sq/Theatre District,1.0
22593,2024-06-08 00:00:00,1899-12-30 15:35:03,UberX,Cash,1,2.4,$8.5,Kips Bay,1.0
22594,2024-06-08 00:00:00,1899-12-30 15:39:16,UberX,Uber Pay,1,1.17,$8.3,Union Sq,1.0
22595,2024-06-08 00:00:00,1899-12-30 15:01:00,UberX,Cash,1,2.65,$12.5,Lenox Hill East,1.0
22596,2024-06-08 00:00:00,1899-12-30 15:25:22,UberX,Uber Pay,1,1.54,$8.0,East Harlem South,1.0
22597,2024-06-08 00:00:00,1899-12-30 15:42:29,UberX,Cash,1,2.56,$10.5,East Harlem South,1.0
22598,2024-06-08 00:00:00,1899-12-30 15:48:59,UberX,Uber Pay,1,1.98,$12.7,Midtown North,1.0
22599,2024-06-08 00:00:00,1899-12-30 15:43:50,Uber Black,Uber Pay,1,2,$12.7,Penn Station/Madison Sq West,1.0
22600,2024-06-08 00:00:00,1899-12-30 15:15:53,UberX,Uber Pay,2,1.4,$9.7,Midtown South,1.0
22601,2024-06-08 00:00:00,1899-12-30 15:51:06,Uber Green,Google Pay,4,2.4,$9.5,Upper East Side South,1.0
22602,2024-06-08 00:00:00,1899-12-30 15:14:43,Uber Comfort,Uber Pay,1,2,$10.3,Lenox Hill West,1.0
22603,2024-06-08 00:00:00,1899-12-30 15:37:22,UberX,Uber Pay,1,1.2,$7.3,Upper East Side South,1.0
22604,2024-06-08 00:00:00,1899-12-30 15:48:14,UberX,Uber Pay,2,7.1,$35.5,Midtown East,1.0
22605,2024-06-08 00:00:00,1899-12-30 15:08:40,UberX,Uber Pay,1,1.29,$12.5,Central Harlem,1.0
22606,2024-06-08 00:00:00,1899-12-30 15:36:30,Uber Black,Uber Pay,1,2.3,$11.0,Upper East Side North,1.0
22607,2024-06-08 00:00:00,1899-12-30 15:47:04,Uber Green,Cash,1,3,$11.5,Murray Hill,1.0
22608,2024-06-08 00:00:00,1899-12-30 15:21:33,UberX,Uber Pay,1,5.4,$21.0,East Village,1.0
22609,2024-06-08 00:00:00,1899-12-30 15:02:19,Uber Green,Uber Pay,1,1.5,$10.9,Upper East Side South,1.0
22610,2024-06-08 00:00:00,1899-12-30 15:22:06,Uber Green,Uber Pay,1,1.5,$11.5,Upper East Side South,1.0
22611,2024-06-08 00:00:00,1899-12-30 15:23:17,UberXL,Uber Pay,1,8.5,$31.9,Upper East Side North,1.0
22612,2024-06-08 00:00:00,1899-12-30 15:47:19,Uber Green,Uber Pay,1,1.88,$11.0,Greenwich Village South,1.0
22613,2024-06-08 00:00:00,1899-12-30 15:44:01,UberX,Uber Pay,1,10.1,$40.0,UN/Turtle Bay South,1.0
22614,2024-06-08 00:00:00,1899-12-30 15:37:26,Uber Black,Uber Pay,1,6,$24.7,Lincoln Square West,1.0
22615,2024-06-08 00:00:00,1899-12-30 15:11:19,Uber Green,Cash,1,1.77,$9.5,East Village,1.0
22616,2024-06-08 00:00:00,1899-12-30 15:42:12,UberX,Uber Pay,1,2.3,$12.7,Midtown East,1.0
22617,2024-06-08 00:00:00,1899-12-30 15:56:12,UberX,Uber Pay,1,1.77,$9.7,East Village,1.0
22618,2024-06-08 00:00:00,1899-12-30 15:45:59,Uber Black,Uber Pay,1,10.8,$40.5,LaGuardia Airport,1.0
22619,2024-06-08 00:00:00,1899-12-30 15:27:57,UberX,Uber Pay,2,7.83,$31.1,LaGuardia Airport,1.0
22620,2024-06-08 00:00:00,1899-12-30 15:40:49,UberX,Uber Pay,3,1.83,$9.7,Upper East Side South,1.0
22621,2024-06-08 00:00:00,1899-12-30 15:27:26,Uber Green,Uber Pay,1,1.3,$7.4,East Harlem South,1.0
22622,2024-06-08 00:00:00,1899-12-30 15:35:20,Uber Black,Uber Pay,1,1.1,$8.8,Central Harlem,1.0
22623,2024-06-08 00:00:00,1899-12-30 15:43:56,UberX,Cash,1,1.66,$8.5,Upper East Side North,1.0
22624,2024-06-08 00:00:00,1899-12-30 15:52:21,UberXL,Uber Pay,1,1.26,$7.5,Midtown Center,1.0
22625,2024-06-08 00:00:00,1899-12-30 15:19:52,UberX,Uber Pay,1,1.37,$9.7,Union Sq,1.0
22626,2024-06-08 00:00:00,1899-12-30 15:39:57,Uber Comfort,Uber Pay,1,2.89,$13.3,Garment District,1.0
22627,2024-06-08 00:00:00,1899-12-30 14:57:26,Uber Green,Uber Pay,2,1.86,$11.0,Morningside Heights,1.0
22628,2024-06-08 00:00:00,1899-12-30 15:30:25,Uber Green,Cash,1,11.94,$36.0,Midtown East,1.0
22629,2024-06-08 00:00:00,1899-12-30 15:17:54,Uber Black,Uber Pay,1,1.14,$9.6,Midtown East,1.0
22630,2024-06-08 00:00:00,1899-12-30 15:43:39,UberXL,Cash,1,2.45,$9.5,Central Park,1.0
22631,2024-06-08 00:00:00,1899-12-30 15:47:14,Uber Black,Uber Pay,1,1.61,$9.7,Upper West Side South,1.0
22632,2024-06-08 00:00:00,1899-12-30 15:33:27,Uber Comfort,Uber Pay,1,1.8,$12.1,Upper East Side North,1.0
22633,2024-06-08 00:00:00,1899-12-30 15:13:14,UberX,Uber Pay,1,3.18,$17.5,Upper East Side South,1.0
22634,2024-06-08 00:00:00,1899-12-30 15:34:09,Uber Green,Uber Pay,1,1.22,$8.0,Morningside Heights,1.0
22635,2024-06-08 00:00:00,1899-12-30 15:58:25,UberX,Uber Pay,4,9.34,$33.7,LaGuardia Airport,1.0
22636,2024-06-08 00:00:00,1899-12-30 15:00:18,Uber Green,Cash,1,1.41,$7.0,Midtown East,1.0
22637,2024-06-08 00:00:00,1899-12-30 15:38:24,Uber Comfort,Cash,1,2.6,$11.5,Upper East Side South,1.0
22638,2024-06-08 00:00:00,1899-12-30 15:53:27,UberX,Cash,1,1.92,$9.5,East Harlem South,1.0
22639,2024-06-08 00:00:00,1899-12-30 15:25:33,Uber Comfort,Cash,1,1.9,$9.5,Kips Bay,1.0
22640,2024-06-08 00:00:00,1899-12-30 15:47:12,UberX,Uber Pay,1,1.6,$8.5,Clinton East,1.0
22641,2024-06-08 00:00:00,1899-12-30 15:07:07,Uber Black,Cash,1,1.73,$8.5,Upper West Side South,1.0
22642,2024-06-08 00:00:00,1899-12-30 15:52:38,UberX,Cash,1,4.76,$18.5,Little Italy/NoLiTa,1.0
22643,2024-06-08 00:00:00,1899-12-30 15:45:35,UberX,Uber Pay,1,1.8,$10.3,Kips Bay,1.0
22644,2024-06-08 00:00:00,1899-12-30 15:17:39,UberXL,Cash,2,2.52,$11.0,Upper West Side North,1.0
22645,2024-06-08 00:00:00,1899-12-30 15:40:49,UberX,Cash,1,11.24,$22.5,Upper East Side North,1.0
22646,2024-06-08 00:00:00,1899-12-30 15:59:45,UberX,Cash,1,1.48,$8.5,East Harlem North,1.0
22647,2024-06-08 00:00:00,1899-12-30 15:04:38,Uber Green,Cash,1,12.11,$36.0,LaGuardia Airport,1.0
22648,2024-06-08 00:00:00,1899-12-30 15:03:55,UberXL,Cash,1,6.37,$21.5,Gramercy,1.0
22649,2024-06-08 00:00:00,1899-12-30 14:59:23,Uber Black,Cash,1,1.02,$5.5,Midtown Center,1.0
22650,2024-06-08 00:00:00,1899-12-30 15:28:05,Uber Black,Cash,1,1.68,$9.0,East Village,1.0
22651,2024-06-08 00:00:00,1899-12-30 15:55:17,UberX,Uber Pay,1,1.29,$9.6,Gramercy,1.0
22652,2024-06-08 00:00:00,1899-12-30 15:45:06,UberX,Uber Pay,5,1.6,$10.2,Upper East Side North,1.0
22653,2024-06-08 00:00:00,1899-12-30 15:41:34,UberX,Uber Pay,2,1.03,$6.5,Lincoln Square East,1.0
22654,2024-06-08 00:00:00,1899-12-30 15:32:39,UberX,Uber Pay,1,3.57,$13.5,TriBeCa/Civic Center,1.0
22655,2024-06-08 00:00:00,1899-12-30 15:03:57,UberX,Uber Pay,1,1.74,$9.7,Upper West Side South,1.0
22656,2024-06-08 00:00:00,1899-12-30 15:40:17,UberX,Uber Pay,2,2.91,$22.4,Upper East Side South,1.0
22657,2024-06-08 00:00:00,1899-12-30 15:18:10,UberX,Uber Pay,1,1.8,$14.0,Yorkville West,1.0
22658,2024-06-08 00:00:00,1899-12-30 15:45:20,UberX,Cash,1,4.4,$15.5,Upper East Side South,1.0
22659,2024-06-08 00:00:00,1899-12-30 15:53:26,Uber Green,Uber Pay,1,2.9,$13.7,Clinton East,1.0
22660,2024-06-08 00:00:00,1899-12-30 15:15:18,Uber Green,Cash,1,2.4,$12.0,Upper East Side North,1.0
22661,2024-06-08 00:00:00,1899-12-30 15:27:48,UberX,Uber Pay,1,4.3,$16.5,East Chelsea,1.0
22662,2024-06-08 00:00:00,1899-12-30 15:36:27,Uber Black,Cash,1,2.45,$12.0,East Village,1.0
22663,2024-06-08 00:00:00,1899-12-30 15:21:08,Uber Green,Cash,1,2.4,$10.5,Garment District,1.0
22664,2024-06-08 00:00:00,1899-12-30 15:10:52,UberX,Uber Pay,1,10.1,$45.1,LaGuardia Airport,1.0
22665,2024-06-08 00:00:00,1899-12-30 15:54:50,Uber Black,Uber Pay,1,5.5,$25.9,Upper East Side North,1.0
22666,2024-06-08 00:00:00,1899-12-30 15:55:14,UberX,Uber Pay,1,3.24,$11.0,Clinton East,1.0
22667,2024-06-08 00:00:00,1899-12-30 15:44:27,Uber Green,Uber Pay,1,2.2,$12.0,East Village,1.0
22668,2024-06-08 00:00:00,1899-12-30 15:08:52,UberX,Cash,1,3.2,$12.5,Kips Bay,1.0
22669,2024-06-08 00:00:00,1899-12-30 15:25:48,UberX,Uber Pay,1,2.37,$13.3,Upper East Side North,1.0
22670,2024-06-08 00:00:00,1899-12-30 15:10:10,Uber Comfort,Uber Pay,1,9.2,$36.7,LaGuardia Airport,1.0
22671,2024-06-08 00:00:00,1899-12-30 15:27:20,UberXL,Cash,1,4.98,$22.0,Penn Station/Madison Sq West,1.0
22672,2024-06-08 00:00:00,1899-12-30 15:19:25,UberX,Uber Pay,1,8.09,$28.0,Times Sq/Theatre District,1.0
22673,2024-06-08 00:00:00,1899-12-30 15:21:37,Uber Green,Cash,1,2.7,$11.5,Central Park,1.0
22674,2024-06-08 00:00:00,1899-12-30 15:58:41,UberX,Uber Pay,1,1.3,$9.3,Flatiron,1.0
22675,2024-06-08 00:00:00,1899-12-30 15:40:00,UberX,Cash,2,8.75,$31.5,Penn Station/Madison Sq West,1.0
22676,2024-06-08 00:00:00,1899-12-30 15:43:25,Uber Comfort,Uber Pay,1,2.2,$12.5,Central Harlem,1.0
22677,2024-06-08 00:00:00,1899-12-30 15:21:17,Uber Comfort,Uber Pay,1,1.7,$10.3,Clinton East,1.0
22678,2024-06-08 00:00:00,1899-12-30 15:49:18,UberX,Uber Pay,1,2.41,$16.5,Upper West Side North,1.0
22679,2024-06-08 00:00:00,1899-12-30 15:13:57,Uber Green,Uber Pay,1,10.08,$32.5,LaGuardia Airport,1.0
22680,2024-06-08 00:00:00,1899-12-30 15:55:15,UberX,Cash,1,1.09,$7.5,Upper East Side South,1.0
22681,2024-06-08 00:00:00,1899-12-30 15:09:45,UberX,Uber Pay,1,9.67,$35.9,LaGuardia Airport,1.0
22682,2024-06-08 00:00:00,1899-12-30 15:23:32,Uber Comfort,Uber Pay,3,1.19,$10.3,Upper West Side North,1.0
22683,2024-06-08 00:00:00,1899-12-30 15:43:35,Uber Green,Uber Pay,1,1.7,$10.0,Midtown Center,1.0
22684,2024-06-08 00:00:00,1899-12-30 15:32:48,UberXL,Uber Pay,1,3.96,$16.0,Lincoln Square East,1.0
22685,2024-06-08 00:00:00,1899-12-30 15:40:04,Uber Black,Cash,1,2.31,$10.5,Upper East Side South,1.0
22686,2024-06-08 00:00:00,1899-12-30 15:28:07,Uber Black,Cash,1,7.6,$31.5,Midtown Center,1.0
22687,2024-06-08 00:00:00,1899-12-30 15:56:56,UberXL,Uber Pay,1,1.2,$8.5,East Harlem South,1.0
22688,2024-06-08 00:00:00,1899-12-30 15:38:40,Uber Black,Cash,1,3.14,$11.0,Penn Station/Madison Sq West,1.0
22689,2024-06-08 00:00:00,1899-12-30 15:10:18,Uber Comfort,Cash,1,2,$8.0,Little Italy/NoLiTa,1.0
22690,2024-06-08 00:00:00,1899-12-30 15:39:18,UberXL,Uber Pay,1,4.35,$16.0,Financial District South,1.0
22691,2024-06-08 00:00:00,1899-12-30 15:22:12,UberX,Uber Pay,5,1.2,$7.9,Upper East Side South,1.0
22692,2024-06-08 00:00:00,1899-12-30 15:28:48,UberX,Uber Pay,5,4.74,$17.0,Midtown East,1.0
22693,2024-06-08 00:00:00,1899-12-30 15:38:42,UberXL,Cash,1,5.11,$20.0,Washington Heights South,1.0
22694,2024-06-08 00:00:00,1899-12-30 15:33:08,Uber Green,Uber Pay,1,4.4,$22.0,Manhattanville,1.0
22695,2024-06-08 00:00:00,1899-12-30 15:07:43,UberX,Uber Pay,1,4.5,$31.5,Yorkville West,1.0
22696,2024-06-08 00:00:00,1899-12-30 15:17:14,Uber Black,Uber Pay,1,1.11,$7.5,Clinton East,1.0
22697,2024-06-08 00:00:00,1899-12-30 15:45:51,UberX,Uber Pay,1,2.6,$12.2,East Harlem South,1.0
22698,2024-06-08 00:00:00,1899-12-30 15:31:03,UberX,Uber Pay,1,2.2,$11.0,East Village,1.0
22699,2024-06-08 00:00:00,1899-12-30 15:44:20,UberXL,Uber Pay,1,1.3,$7.9,Murray Hill,1.0
22700,2024-06-08 00:00:00,1899-12-30 15:52:14,UberX,Uber Pay,1,2.7,$15.0,Lenox Hill West,1.0
22701,2024-06-08 00:00:00,1899-12-30 15:50:14,UberX,Cash,1,6.88,$20.5,Upper West Side South,1.0
22702,2024-06-08 00:00:00,1899-12-30 15:08:21,Uber Green,Cash,1,2.64,$12.0,East Chelsea,1.0
22703,2024-06-08 00:00:00,1899-12-30 16:15:46,UberXL,Uber Pay,1,1.6,$8.5,Upper West Side North,1.0
22704,2024-06-08 00:00:00,1899-12-30 16:50:49,UberX,Uber Pay,1,2,$12.4,Upper West Side North,1.0
22705,2024-06-08 00:00:00,1899-12-30 16:24:40,UberXL,Uber Pay,1,3.75,$19.5,Yorkville East,1.0
22706,2024-06-08 00:00:00,1899-12-30 15:56:04,UberX,Uber Pay,1,1.96,$13.3,Upper East Side North,1.0
22707,2024-06-08 00:00:00,1899-12-30 16:46:41,Uber Green,Uber Pay,1,8.4,$26.0,LaGuardia Airport,1.0
22708,2024-06-08 00:00:00,1899-12-30 16:47:11,UberX,Uber Pay,1,9.5,$35.7,LaGuardia Airport,1.0
22709,2024-06-08 00:00:00,1899-12-30 16:32:28,Uber Green,Uber Pay,1,3,$16.5,Upper East Side South,1.0
22710,2024-06-08 00:00:00,1899-12-30 16:36:11,UberX,Uber Pay,1,1.9,$11.7,Lenox Hill East,1.0
22711,2024-06-08 00:00:00,1899-12-30 16:28:15,Uber Black,Uber Pay,1,2,$11.1,Upper East Side South,1.0
22712,2024-06-08 00:00:00,1899-12-30 15:59:08,UberX,Uber Pay,6,10.12,$36.4,East Harlem South,1.0
22713,2024-06-08 00:00:00,1899-12-30 16:36:30,Uber Green,Cash,1,2.16,$11.5,Lenox Hill East,1.0
22714,2024-06-08 00:00:00,1899-12-30 16:07:03,Uber Comfort,Cash,1,3.52,$13.0,TriBeCa/Civic Center,1.0
22715,2024-06-08 00:00:00,1899-12-30 16:42:19,UberX,Cash,1,3.1,$13.0,Manhattan Valley,1.0
22716,2024-06-08 00:00:00,1899-12-30 16:24:08,UberX,Uber Pay,1,3.3,$14.0,Upper East Side South,1.0
22717,2024-06-08 00:00:00,1899-12-30 16:31:04,UberX,Uber Pay,1,1.8,$10.5,Upper East Side South,1.0
22718,2024-06-08 00:00:00,1899-12-30 16:32:04,Uber Comfort,Uber Pay,1,2.38,$13.5,Upper East Side North,1.0
22719,2024-06-08 00:00:00,1899-12-30 16:58:14,Uber Green,Amazon Pay,1,2.1,$10.5,Lenox Hill East,1.0
22720,2024-06-08 00:00:00,1899-12-30 16:55:43,Uber Green,Uber Pay,1,2.01,$12.3,Murray Hill,1.0
22721,2024-06-08 00:00:00,1899-12-30 16:17:21,Uber Comfort,Uber Pay,1,3.51,$13.5,Lincoln Square West,1.0
22722,2024-06-08 00:00:00,1899-12-30 16:45:01,UberX,Uber Pay,1,3.95,$15.8,Upper East Side North,1.0
22723,2024-06-08 00:00:00,1899-12-30 16:41:43,Uber Green,Uber Pay,1,1.71,$11.1,Lincoln Square East,1.0
22724,2024-06-08 00:00:00,1899-12-30 16:17:41,Uber Green,Uber Pay,1,2.2,$10.0,Murray Hill,1.0
22725,2024-06-08 00:00:00,1899-12-30 16:46:11,UberX,Cash,1,4.8,$16.5,Clinton East,1.0
22726,2024-06-08 00:00:00,1899-12-30 16:33:24,Uber Black,Uber Pay,1,2.04,$10.2,Midtown Center,1.0
22727,2024-06-08 00:00:00,1899-12-30 16:44:27,UberX,Cash,1,1.84,$8.5,Upper East Side South,1.0
22728,2024-06-08 00:00:00,1899-12-30 16:42:55,UberXL,Uber Pay,1,1.6,$9.0,Upper East Side North,1.0
22729,2024-06-08 00:00:00,1899-12-30 16:56:59,UberX,Cash,1,1.98,$11.0,Upper East Side North,1.0
